SubAction,,,,,,,literal direction that the joint is moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409_a,External Rotation:Positive,,concentric,,,,,,,,,,,1,Shoulder External Rotation,,,,,,upright_torso,dumbbells,,TRUE,FALSE,TRUE,,double_arm,bilateral,2,,,1,9.43,"50,50"
2409_a,,,concentric,,,,,,,,,,,2,Shoulder Horizontal Abduction (Horizontal Extension),,,,,,upright_torso,dumbbells,,TRUE,FALSE,TRUE,,double_arm,bilateral,2,,,1,9.43,"50,50"
2409_b,External Rotation:Negative,,eccentric,,,,,,,,,,,1,Shoulder Internal Rotation,,,,,,upright_torso,dumbbells,,TRUE,FALSE,TRUE,,double_arm,bilateral,2,,,1,9.43,"50,50"
2409_b,,,eccentric,,,,,,,,,,,2,Shoulder Horizontal Adduction (Horizontal Flexion),,,,,,upright_torso,dumbbells,,TRUE,FALSE,TRUE,,double_arm,bilateral,2,,,1,9.43,"50,50"
2410_a,Pull Up: Positive,,concentric,,,,,,,,,,,1,Shoulder Extension,,,,,,hanging,dip_belt,,TRUE,TRUE,TRUE,,double_arm,bilateral,2,1,2,1,100,"50,50"
2410_a,,,concentric,,,,,,,,,,,1,Shoulder Adduction,,,,,,hanging,dip_belt,,TRUE,TRUE,TRUE,,double_arm,bilateral,2,1,2,1,100,"50,50"
2410_b,Pull Up: Negative,,eccentric,,,,,,,,,,,1,Shoulder Flexion,,,,,,hanging,dip_belt,,FALSE,TRUE,TRUE,,double_arm,bilateral,2,1,2,1,100,"50,50"
2410_b,,,eccentric,,,,,,,,,,,1,Shoulder Abduction,,,,,,hanging,dip_belt,,FALSE,TRUE,TRUE,,double_arm,bilateral,2,1,2,1,100,"50,50"
2411_a,Overhead Press: Positive,,,,,,,,,,,,,1,Shoulder Abduction,2,elbow extension,,,,upright_torso,dumbbells,,TRUE,FALSE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
2411_b,Overhead Press: Negative,,,,,,,,,,,,,1,Shoulder Adduction,2,elbow flexion,,,,upright_torso,dumbbells,,FALSE,FALSE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450_a,punch:out,,concentric,,,,,,,,,,,1,Shoulder Flexion,1,elbow extension,,,,upright_torso,no_equipment,,TRUE,FALSE,TRUE,,alternating_arms,unilateral_alternating,1,,,1,4.715,"100,100"
2450_a,,,concentric,,,,,,,,,,,2,Shoulder Internal Rotation,,,,,,upright_torso,no_equipment,,TRUE,FALSE,TRUE,,alternating_arms,unilateral_alternating,1,,,1,4.715,"100,100"
2450_b,punch:recoil,,concentric,,,,,,,,,,,1,Shoulder Extension,1,elbow flexion,,,,upright_torso,no_equipment,,FALSE,FALSE,TRUE,,alternating_arms,unilateral_alternating,1,,,1,4.715,"100,100"
2450_b,,,concentric,,,,,,,,,,,2,Shoulder External Rotation,,,,,,upright_torso,no_equipment,,FALSE,FALSE,TRUE,,alternating_arms,unilateral_alternating,1,,,1,4.715,"100,100"
2412_a,Halo: Leading Arm Raising Overhead,,concentric,,,,,,,,,,,1,Shoulder Adduction,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,single_arm,bilateral,2,,,1,9.43,"50,50"
2412_a,,,concentric,,,,,,,,,,,1,Shoulder Flexion,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,single_arm,bilateral,2,,,1,9.43,"50,50"
2412_b,Halo: Following Arm Raising Overhead,,concentric,,,,,,,,,,,1,Shoulder Abduction,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,contralateral_single_arm,bilateral,2,,,1,9.43,"50,50"
2412_b,,,concentric,,,,,,,,,,,1,Shoulder Flexion,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,contralateral_single_arm,bilateral,2,,,1,9.43,"50,50"
2412_c,Halo: Leading Arm Lowering Down,,eccentric,,,,,,,,,,,1,Shoulder Adduction,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,single_arm,bilateral,2,,,1,9.43,"50,50"
2412_c,,,eccentric,,,,,,,,,,,1,Shoulder Extension,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,single_arm,bilateral,2,,,1,9.43,"50,50"
2412_d,Halo: Following Arm Lowering Down,,eccentric,,,,,,,,,,,1,Shoulder Abduction,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,contralateral_single_arm,bilateral,2,,,1,9.43,"50,50"
2412_d,,,eccentric,,,,,,,,,,,1,Shoulder Extension,,,,,,upright_torso,single_dumbbell,,TRUE,FALSE,TRUE,,contralateral_single_arm,bilateral,2,,,1,9.43,"50,50"
Lower Body Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_a,Squat:positive,,concentric,,,1,hip flexion,2,knee flexion,3,ankle plantar flexion,,,,,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2000_b,Squat:negative,,eccentric,,,1,hip extension,2,knee extension,3,ankle dorsiflexion,,,,,,,,,,double_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2000.1_c,Sumo Squat:positive,,concentric,,,1,hip adduction,,,3,eversion of the foot,,,,,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2000.1_d,Sumo Squat:negative,,eccentric,,,1,hip abduction,,,3,inversion of the foot,,,,,,,,,,double_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2001_a,Lunge:positive,,concentric,,,1,hip flexion,1,knee flexion,3,ankle plantar flexion,,,,,,,,,,split_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral_uneven,2,1,2,1,100,"75, 25"
2001_b,Lunge:negative,,eccentric,,,1,hip extension,1,knee extension,3,ankle dorsiflexion,,,,,,,,,,split_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral_uneven,2,1,2,1,100,"75, 25"
2001.1_a,Lateral Lunge:positive,,concentric,,,1,hip flexion,1,knee flexion,3,ankle plantar flexion,,,,,,,,,,split_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"100,100"
2001.1_a,,,concentric,,,2,hip abduction,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"100,100"
2001.1_b,Lateral Lunge:negative,,eccentric,,,1,hip extension,1,knee extension,3,ankle dorsiflexion,,,,,,,,,,split_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"100,100"
2001.1_b,,,,,,2,hip adduction,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"100,100"
2001.1_c,"Lateral Lunge, straight leg pull:positive","contralateral leg (straight leg) to pull  the body 
this is different than a traditional lateral lunge where the straight leg is for balance only",concentric,,,2,hip adduction,,,,,,,,,,,,,,split_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"60, 40"
2001.1_d,"Lateral Lunge, straight leg pull:negative",,eccentric,,,2,hip abduction,,,,,,,,,,,,,,split_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,unilateral_alternating,2,1,2,1,100,"60, 40"
2002_a,Calf Raise:positive,,concentric,,,,,,,1,ankle plantar flexion,,,,,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2002_b,Calf Raise:negative,,eccentric,,,,,,,1,ankle dorsiflexion,,,,,,,,,,double_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2002.1_a,Everted Calf Raise:positive,,concentric,,,,,,,1,Ankle Plantar Flexion and Eversion,,,,,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2002.1_b,Everted Calf Raise:negative,,eccentric,,,,,,,1,Ankle Dorsi Flexion and Inversion,,,,,,,,,,double_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2002.2_a,Inverted Calf Raise:positive,,concentric,,,,,,,1,Ankle Plantar Flexion and Inversion,,,,,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2002.2_b,Inverted Calf Raise:negative,,eccentric,,,,,,,1,Ankle Dorsi Flexion and Eversion,,,,,,,,,,double_leg_standing,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2003_a,Bodyweight Deadlift:positive,,concentric,,,1,hip extension,3,knee extension,,,,,,,,,,,,single_leg_standing,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,1,1,79.63,"100,0"
2003_b,Bodyweight Deadlift:negative,,eccentric,,,1,hip flexion,,,,,,,,,,,,,,single_leg_standing,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,1,1,79.63,"100,0"
2003_c,Bodyweight Deadlift:stance,,isometric,2,Core Stabilizers (Bracing),,,2,knee extension,3,ankle plantar flexion,,,,,,,,,,single_leg_standing,,,FALSE,TRUE,FALSE,single_leg,,unilateral,2,1,1,1,79.63,"100,0"
Compound Action Elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900_a,"Explosive High Pull, Lower Body: Positive",,concentric,,,1,hip extension,1,knee extension,,,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2900_b,"Explosive High Pull, Upper Body: Positive",,concentric,,,,,,,,,,,1,Scapular Elevation,3,elbow flexion,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
2900.1_b,"Explosive High Pull, Single Arm Upper Body: Positive",,concentric,2,Anterior Oblique Subsystem (AOS),,,,,,,,,1,Scapular Elevation,3,elbow flexion,,,,double_leg_standing,single_dumbbell,,TRUE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,"100,0"
2900.2_a,"High Pull, Single Arm: Positive",,concentric,2,Anterior Oblique Subsystem (AOS),,,,,,,,,1,Scapular Elevation,2,elbow flexion,,,,double_leg_standing,single_dumbbell,,TRUE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,"100,0"
2900.2_b,"High Pull, Single Arm: Negative",,concentric,2,Anterior Oblique Subsystem (AOS),,,,,,,,,,,1,elbow extension,,,,double_leg_standing,single_dumbbell,,TRUE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,"100,0"
2901_a,Deadlift: positive:bar from floor to knee,"hip width stance, wide grip hands, hips and wrist rise at the same rate,",concentric,,,3,hip extension,1,knee extension,4,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2901_b,Deadlift: positive:bar from knee to hip,,concentric,,,1,hip extension,,,,,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2901_c,Deadlift: negative:bar from hip to knee,,eccentric,,,1,hip flexion,,,,,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2901_d,Deadlift: negative:bar from knee to floor,"hip width stance, wide grip hands, hips and wrist rise at the same rate,",eccentric,,,3,hip flexion,1,knee flexion,4,ankle dorsiflexion,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2902_a,Swing:positive,,concentric,,,1,hip extension,2,knee extension,,,,,,,,,,,,double_leg_standing,kettlebells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2902_b,Swing:negative,,eccentric,,,1,hip flexion,2,knee flexion,,,,,,,,,,,,double_leg_standing,kettlebells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumping Action Elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000_a,Jump: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
3000_b,Jump: Loading,,eccentric,,,2,hip flexion,1,knee flexion,1,ankle dorsiflexion,,,,,,,,,,double_leg_moving,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,2,200,"50,50"
3000.1_a,Single Leg Jump: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,single_leg_moving,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1,100,"100,0"
3000.1_b,Single Leg Jump: Loading,,eccentric,,,2,hip flexion,1,knee flexion,1,ankle dorsiflexion,,,,,,,,,,single_leg_moving,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1.5,150,"100,0"
3000.2_a,Lunge Jump: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),1,hip extension,2,knee extension,3,ankle plantar flexion,,,,,,,,,,split_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral_uneven,2,1,2,1,100,"70,30"
3000.2_b,Lunge Jump: Loading,,eccentric,,,1,hip flexion,2,knee flexion,3,ankle dorsiflexion,,,,,,,,,,split_leg_moving,,,FALSE,TRUE,TRUE,double_leg,,bilateral_uneven,2,1,2,2,200,"70,30"
3000_a,"Lateral Jump, Near Leg: Propulsion",,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,1,50,"100,100"
3000_a,,,concentric,,,1,hip adduction,,,2,inversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,1,50,"100,100"
3000_b,"Lateral Jump, Far Leg: Propulsion",,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,1,50,"100,100"
3000_b,,,concentric,,,1,hip abduction,,,2,eversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,1,50,"100,100"
3000_c,"Lateral Jump, Near Leg: Loading",,eccentric,1,Posterior Oblique Subsystem (POS),1,hip flexion,2,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_moving,,,FALSE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,2,100,"100,100"
3000_c,,,eccentric,,,1,hip adduction,,,2,inversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,2,100,"100,100"
3000_d,"Lateral Jump, Far Leg: Loading",,eccentric,1,Posterior Oblique Subsystem (POS),1,hip flexion,2,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_moving,,,FALSE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,2,100,"100,100"
3000_d,,,eccentric,,,1,hip abduction,,,2,eversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,alternating_single_leg,,unilateral_alternating,1,0.5,1,2,100,"100,100"
3000.1_a,Lateral Single Leg Jump: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,single_leg_moving,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1,100,"100,0"
3000.1_a,,,concentric,,,1,hip adduction,,,2,inversion of the foot,,,,,,,,,,,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1,100,"100,0"
3000.1_b,Lateral Single Leg Jump: Loading,,eccentric,1,Posterior Oblique Subsystem (POS),2,hip flexion,1,knee flexion,1,ankle dorsiflexion,,,,,,,,,,single_leg_moving,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,2,2,200,"100,0"
3000.1_b,,,eccentric,1,Lateral Subsystem (LS),1,hip abduction,,,2,eversion of the foot,,,,,,,,,,single_leg_moving,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,2,2,200,"100,0"
3000.1_a,Medial Single Leg Jump: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,single_leg_moving,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1,100,"100,0"
3000.1_a,,,concentric,,,1,hip abduction,,,2,eversion of the foot,,,,,,,,,,,,,TRUE,TRUE,TRUE,single_leg,,unilateral,2,1,2,1,100,"100,0"
3000.2_b,Medial Single Leg Jump: Loading,,eccentric,1,Posterior Oblique Subsystem (POS),2,hip flexion,1,knee flexion,1,ankle dorsiflexion,,,,,,,,,,single_leg_moving,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,2,2,200,"100,0"
3000.2_b,,,eccentric,1,Lateral Subsystem (LS),1,hip adduction,,,2,inversion of the foot,,,,,,,,,,single_leg_moving,,,FALSE,TRUE,TRUE,single_leg,,unilateral,2,1,2,2,200,"100,0"
3000.3_a,Jump Legs Apart: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
3000.3_a,,,concentric,,,1,hip adduction,,,2,inversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
3000.3_b,Jump Legs Apart: Loading,,eccentric,1,Posterior Oblique Subsystem (POS),1,hip flexion,2,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_moving,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,2,200,"50,50"
3000.3_b,,,eccentric,,,1,hip abduction,,,2,eversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,1,0.5,1,2,100,"50,50"
3000.3_c,Jump Legs together: Propulsion,,concentric,2,Deep Longitudinal Subsystem (DLS),2,hip extension,1,knee extension,1,ankle plantar flexion,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
3000.3_c,,,concentric,,,1,hip abduction,,,2,eversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
3000.3_d,Jump Legs together: Loading,,eccentric,1,Posterior Oblique Subsystem (POS),1,hip flexion,2,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_moving,,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,2,200,"50,50"
3000.3_d,,,eccentric,,,1,hip adduction,,,2,inversion of the foot,,,,,,,,,,double_leg_moving,,,TRUE,TRUE,TRUE,double_leg,,bilateral,1,0.5,1,2,100,"50,50"
Med Ball Actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,Slam Down ,,concentric,,,,,,,,,1,Trunk Flexion,3,Shoulder Extension,,,,,,double_leg_standing,,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,0,1,59.26,"50,50"
3101_a,Lateral Throw: Throw,,concentric,,,,,,,,,1,Trunk Rotation,3,Shoulder Horizontal Adduction (Horizontal Flexion),,,,,,upright_torso,,,TRUE,TRUE,TRUE,double_leg,single_arm_with_trunk_rotation,bilateral,2,1,0,1,59.26,"50,50"
3101_b,Lateral Throw: Catch,,eccentric,,,,,,,,,1,Trunk Rotation,3,Shoulder Horizontal Abduction (Horizontal Extension),,,,,,upright_torso,,,TRUE,TRUE,TRUE,double_leg,single_arm_with_trunk_rotation,bilateral,2,1,0,1,59.26,"50,50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes on Compound actions- to be deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deadlift: positive:bar from floor to knee,,concentric,,,3,hip extension,1,knee extension,4,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
,Deadlift: positive:bar from knee to hip,,concentric,,,1,hip extension,,,,,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
,Explosive Extension with shrug,,concentric,,,1,hip extension,1,knee extension,,,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
,Explosive Extension with shrug,,concentric,,,,,,,,,,,1,Scapular Elevation,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
,bending arm,,concentric,,,,,,,,,,,4,Shoulder Flexion,4,elbow flexion,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
,Push Jerk: Negative:Drop and Receive,,eccentric,,,3,hip flexion,1,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
,Push Jerk: Negative: Drop and Receive,,eccentric,,,,,,,,,,,3,Shoulder Flexion,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
,Push Jerk: Positive: explode upward,,concentric,,,3,hip extension,1,knee extension,3,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
,Push Jerk: Positive: explode upward,,concentric,,,,,,,,,,,1,Shoulder Flexion,,,,,,double_leg_standing,barbells,,FALSE,FALSE,FALSE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
,Push Jerk: Positive: drop and catch,,eccentric,,,3,hip flexion,1,knee flexion,3,ankle dorsiflexion,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
,Push Jerk: Positive: drive upward,,concentric,,,3,hip extension,1,knee extension,3,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,1,0,
2901_a,Deadlift: positive:bar from floor to knee,"hip width stance, wide grip hands, hips and wrist rise at the same rate,",concentric,,,3,hip extension,1,knee extension,4,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2901_b,Deadlift: positive:bar from knee to hip,,concentric,,,1,hip extension,,,,,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,"50,50"
2901_c,Explosive Extension with shrug,,concentric,,,1,hip extension,1,knee extension,2,ankle plantar flexion,,,,,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2901_d,Explosive Extension with shrug,,concentric,,,,,,,,,,,1,Scapular Elevation,,,,,,double_leg_standing,barbells,,TRUE,TRUE,TRUE,,double_arm,bilateral,2,0,0,1,9.43,"50,50"
2901_e,Stabilize Overhead,,isometric,2,Posterior Pelvic Tilt,1,hip extension,1,knee extension,,,2,Trunk Extension,2,stabilizers (rotator cuff),,,,,,double_leg_standing,barbells,,FALSE,TRUE,TRUE,double_leg,double_arm,bilateral,2,1,2,1,100,
2901.1_a,stance: bottom,,isometric,,,,,,,,,,,3,Scapular Elevation,,,,,,double_leg_standing,dumbbells,,FALSE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2901.1_b,Explosive Extension with shrug,,concentric,,,2,hip extension,2,knee extension,3,ankle plantar flexion,,,,,,,,,,double_leg_standing,dumbbells,,TRUE,TRUE,TRUE,double_leg,,bilateral,2,1,2,1,100,"50,50"
2901.1_c,Explosive Extension with shrug,,concentric,,,,,,,,,,,1,Scapular Elevation,,,,,,double_leg_standing,dumbbells,,TRUE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,"100,0"
2901.1_d,overhead pull: positive,,concentric,,,,,,,,,,,1,Shoulder Flexion,1,elbow extension,,,,double_leg_standing,dumbbells,,TRUE,TRUE,TRUE,double_leg,single_arm,unilateral,2,1,2,1,100,"100,0"
2901.1_e,stance: top,,isometric,,,4,hip extension,4,knee extension,,,,,3,stabilizers (rotator cuff),,,,,,double_leg_standing,dumbbells,,FALSE,TRUE,TRUE,,,unilateral,2,1,2,1,100,"100,0"
2901.1_f,overhead return: negative,,eccentric,,,,,,,,,,,2,Shoulder Extension,2,elbow flexion,,,,double_leg_standing,dumbbells,,FALSE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,"100,0"
2901.1_g,high pull: negative,,eccentric,,,,,,,,,,,2,Shoulder Extension,,,,,,double_leg_standing,dumbbells,,FALSE,TRUE,TRUE,,single_arm,unilateral,2,0,0,1,9.43,
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,1,0,